"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2014-01-12 - Red Wings 0, Ducks 1","Detroit Red Wings","Limited ReportFull Report","40.616666666667","60.08","42.47","58.59","39.88","30.82","56.41","17.76","23.53","43.01","0","1.39","0.00","2.46","1.73","58.69","22.76","17.18","56.99","13.89","9.85","58.50","7.6","8.57","47.00","0","1.39","0.00","0.00","83.77","8.91","7.3","54.96","1.52","4.38","25.75","0","0","-","0.00","100.00","35.97","22.15","61.89","8.58","10.47","45.06","0","0","-","0.00","100.00","0.00","94.08","0.941","17375"
"2014-01-12 - Sabres 2, Capitals 1","Buffalo Sabres","Limited ReportFull Report","48.433333333333","49.3","59.24","45.42","32.99","40.85","44.68","25.31","31.38","44.65","0","1.17","0.00","1.44","1.73","45.42","20.52","17.75","53.62","5.28","8.18","39.21","3.92","4.77","45.11","0","1.17","0.00","0.00","75.52","15.09","9.57","61.19","5.07","4.81","51.28","0","0","-","0.00","100.00","25.26","32.98","43.38","14.96","19.55","43.35","0","0","-","0.00","100.00","0.00","96.28","0.963","18506"
"2014-01-12 - Wild 4, Predators 0","Minnesota Wild","Limited ReportFull Report","54","44.71","52.6","45.95","38.12","34.03","52.84","25.73","21.38","54.61","4.74","0","100.00","1.83","1.66","52.42","17.28","17.55","49.60","7.5","6.73","52.72","4.98","4.85","50.67","3.57","0","100.00","71.62","100.00","9.94","10.66","48.27","3.58","2.96","54.76","0","0","-","0.00","100.00","22.18","23.87","48.15","14.84","11.23","56.93","1.24","0","100.00","8.37","100.00","18.42","100.00","1.184","16221"
"2014-01-13 - Canucks 0, Kings 1","Vancouver Canucks","Limited ReportFull Report","35.333333333333","37.42","49.08","43.26","30.86","30.27","50.49","24.01","16.83","58.80","0","1.6","0.00","1.19","1.97","37.63","17.53","26.39","39.91","5.43","6.46","45.67","5.37","3.21","62.56","0","1.6","0.00","0.00","50.24","12","20.17","37.31","3.45","6.69","34.04","0","0","-","0.00","100.00","18.37","20.34","47.45","13.31","6.85","66.02","0","0","-","0.00","100.00","0.00","90.48","0.905","18118"
"2014-01-13 - Coyotes 1, Jets 5","Phoenix Coyotes","Limited ReportFull Report","39.633333333333","48.29","66.89","41.93","30.08","56.21","34.86","20.11","35.86","35.93","0","5.82","0.00","1.45","3.14","31.67","20.58","25.86","44.31","5.89","14.87","28.35","2.92","10.41","21.88","0","2.89","0.00","0.00","72.24","14.4","11.07","56.53","5.89","6","49.53","0","1.44","0.00","0.00","76.09","20.15","32.2","38.49","9.86","18.25","35.07","0","1.62","0.00","0.00","91.14","0.00","83.78","0.838","15004"
"2014-01-13 - Flames 2, Hurricanes 0","Calgary Flames","Limited ReportFull Report","52.116666666667","56.49","44.68","55.84","44.28","31.12","58.73","31.73","19.59","61.83","1.24","0","100.00","2.24","2.15","50.99","23.47","26.56","46.91","6.25","9.42","39.90","3.64","4.2","46.44","0","0","-","0.00","100.00","17.27","17.03","50.35","10.92","6.61","62.28","1.2","0","100.00","10.96","100.00","28.28","15.98","63.89","17.16","8.78","66.15","0","0","-","0.00","100.00","3.90","100.00","1.039","15276"
"2014-01-13 - Lightning 2, Blue Jackets 3","Tampa Bay Lightning","Limited ReportFull Report","42.083333333333","53.83","59.64","47.44","40.4","46.25","46.62","31.24","28.54","52.26","1.51","1.35","52.82","1.98","2.85","41.00","25.74","35.97","41.71","12.37","8.03","60.65","10.77","5.32","66.96","1.51","0","100.00","14.01","100.00","13.43","27.92","32.48","5.93","14.96","28.37","0","1.35","0.00","0.00","90.97","22.13","17.73","55.52","13","8.31","61.01","0","0","-","0.00","100.00","4.82","95.29","1.001","14070"
"2014-01-14 - Avalanche 3, Blackhawks 2","Colorado Avalanche","Limited ReportFull Report","45.95","40.35","67.18","37.52","30.57","50.76","37.59","27.47","37.71","42.15","1.38","2.45","36.04","2.2","2.4","47.90","25.39","32.51","43.85","11.47","11.81","49.26","9.94","10.66","48.25","0","2.41","0.00","0.00","77.37","13.99","20.58","40.47","6.77","12.45","35.23","0","0","-","0.00","100.00","12.25","27.5","30.82","8.17","14.41","36.19","1.38","0","100.00","16.84","100.00","5.02","93.51","0.985","21412"
"2014-01-14 - Coyotes 1, Blues 2","Phoenix Coyotes","Limited ReportFull Report","49.016666666667","47.2","35.57","57.03","29.61","25.14","54.09","19.01","16.28","53.87","0","1.15","0.00","1.98","1.45","57.68","25.54","23.12","52.49","11.03","8.49","56.52","7.26","7.35","49.68","0","0","-","0.00","100.00","14.29","14.81","49.09","2.46","4.82","33.75","0","1.16","0.00","0.00","75.92","18.96","10.37","64.65","9.26","3.95","70.08","0","0","-","0.00","100.00","0.00","92.91","0.929","16571"
"2014-01-14 - Devils 4, Canadiens 1","New Jersey Devils","Limited ReportFull Report","47.05","57.97","42.93","57.45","43.45","33.86","56.20","21.67","23.53","47.95","2.66","1.2","68.87","3","1.85","61.78","35.67","19.53","64.61","15.09","5.79","72.27","8.18","4.53","64.36","2.67","0","100.00","32.62","100.00","20.8","13.46","60.72","6.76","5.79","53.86","0","0","-","0.00","100.00","21.13","22.5","48.43","6.88","12.11","36.22","0","1.21","0.00","0.00","90.03","12.28","94.89","1.072","21273"
"2014-01-14 - Flames 2, Predators 4","Calgary Flames","Limited ReportFull Report","47.15","50.46","55.69","47.54","35.53","40.33","46.84","25.4","30.3","45.59","2.56","2.45","51.10","2.03","2.43","45.55","27.15","27.28","49.88","8.95","12.29","42.14","7.58","9.93","43.27","2.59","1.23","67.82","34.14","87.65","18","15.02","54.51","10.4","9.96","51.09","0","1.21","0.00","0.00","87.89","15.2","22.68","40.12","7.55","8.97","45.72","0","0","-","0.00","100.00","10.10","91.90","1.020","15730"
"2014-01-14 - Flyers 4, Sabres 3","Philadelphia Flyers","Limited ReportFull Report","41.466666666667","66.19","37.98","63.54","46.24","29.51","61.04","30.05","18.37","62.06","2.99","4.07","42.39","2.38","1.59","59.97","31.17","16.52","65.36","7.44","9.47","43.99","4.39","6.84","39.10","1.46","2.72","34.92","33.27","60.19","23.44","6.95","77.14","11.76","2.75","81.05","1.52","1.39","52.27","12.95","49.43","26.73","15.67","63.04","13.75","7.4","65.03","0","0","-","0.00","100.00","9.96","77.86","0.878","18667"
"2014-01-14 - Islanders 2, Panthers 4","New York Islanders","Limited ReportFull Report","42.933333333333","57.98","51.88","52.78","46.37","40.42","53.43","33.58","26.89","55.53","2.81","4.08","40.77","2.96","1.98","59.95","26.78","26.15","50.60","17.76","10","63.98","16.14","8.67","65.04","2.86","1.35","67.95","17.71","84.46","9.18","16.43","35.85","4.16","10.06","29.27","0","2.64","0.00","0.00","73.76","30.95","21.54","58.97","11.99","6.24","65.75","0","0","-","0.00","100.00","8.36","84.83","0.932","13730"
"2014-01-14 - Lightning 2, Rangers 1","Tampa Bay Lightning","Limited ReportFull Report","52.35","53.67","55.33","49.24","32.86","40.85","44.58","25.41","31.34","44.78","1.21","1.08","52.82","1.89","2.15","46.80","19.63","24.29","44.69","13.51","10.49","56.30","12.28","7.46","62.21","1.21","1.08","52.92","9.88","85.53","6.31","13.56","31.77","3.64","10.77","25.24","0","0","-","0.00","100.00","22.19","22.64","49.49","8.53","12.14","41.28","0","0","-","0.00","100.00","4.76","96.55","1.013","18006"
"2014-01-14 - Maple Leafs 4, Bruins 3","Toronto Maple Leafs","Limited ReportFull Report","44.416666666667","32.85","72.98","31.04","25.64","55.76","31.50","24.05","39.4","37.90","2.82","3.83","42.38","1.88","2.2","46.14","17.38","28.7","37.72","8.69","14.91","36.83","8.62","10.04","46.20","1.36","3.8","26.43","15.83","62.16","8.84","13.47","39.61","7.18","4.98","59.04","1.4","0","100.00","19.55","100.00","11.17","40.85","21.47","5.47","22","19.93","0","0","-","0.00","100.00","11.73","90.27","1.020","17565"
"2014-01-14 - Oilers 2, Stars 5","Edmonton Oilers","Limited ReportFull Report","54.066666666667","54.78","63.25","46.41","41.38","46.67","47.00","27.88","31.35","47.07","1.12","3.19","26.04","2.63","2.89","47.68","27.83","31.65","46.79","17.47","13.03","57.28","10.75","9.87","52.14","1.12","3.16","26.19","10.42","67.99","10.38","19.04","35.29","6.49","9.11","41.61","0","0","-","0.00","100.00","22.28","26.8","45.39","10.65","10.99","49.23","0","0","-","0.00","100.00","4.03","89.83","0.939","12823"
"2014-01-14 - Senators 3, Wild 0","Ottawa Senators","Limited ReportFull Report","46.4","54.65","50.04","52.21","44.66","36.76","54.85","34.69","28.89","54.56","1.39","0","100.00","1.85","1.7","52.12","22.45","17.13","56.72","10","6.72","59.80","8.51","4.45","65.68","1.4","0","100.00","16.44","100.00","12.58","10.17","55.29","8.2","6","57.74","0","0","-","0.00","100.00","29.33","28.54","50.68","16.65","16.94","49.57","0","0","-","0.00","100.00","4.01","100.00","1.040","18117"
"2014-01-14 - Sharks 2, Capitals 1","San Jose Sharks","Limited ReportFull Report","56.75","57.69","60.46","48.83","39.92","40.68","49.53","28.67","30.97","48.07","1.12","0.98","53.35","2.19","1.78","55.09","31.34","21.59","59.20","10.19","4.83","67.84","5.63","3.94","58.86","0","0","-","0.00","100.00","21.13","16.73","55.81","7.7","10.04","43.41","1.11","0","100.00","14.44","100.00","25.43","28.86","46.85","14.12","15.18","48.19","0","0.94","0.00","0.00","93.81","3.90","96.85","1.007","18506"
"2014-01-15 - Canucks 1, Ducks 9","Vancouver Canucks","Limited ReportFull Report","41.983333333333","72.45","65.48","52.53","57.7","47.52","54.84","40.09","32.28","55.39","0","4.18","0.00","2.92","2.49","53.94","33.4","32.57","50.63","11.45","14.43","44.24","6.97","10.22","40.54","0","2.74","0.00","0.00","73.17","21.35","18.39","53.73","9.67","4.55","68.00","0","0","-","0.00","100.00","33.55","30.22","52.61","16.24","17.94","47.52","0","1.53","0.00","0.00","91.49","0.00","87.05","0.871","17145"
"2014-01-15 - Capitals 3, Penguins 4","Washington Capitals","Limited ReportFull Report","48.466666666667","63.26","48","56.86","44.69","37.52","54.36","27.21","29.36","48.10","1.31","3.46","27.46","2.07","2.02","50.62","24.06","25.36","48.69","9.42","11.25","45.58","6.6","10.17","39.34","1.31","2.27","36.57","19.86","77.66","14.81","14.03","51.35","6.47","5.91","52.29","0","0","-","0.00","100.00","31.25","21.33","59.43","12.87","13.21","49.35","0","1.17","0.00","0.00","91.13","4.81","88.23","0.930","18667"
"2014-01-15 - Sabres 3, Maple Leafs 4","Buffalo Sabres","Limited ReportFull Report","52.683333333333","53.63","54.91","49.41","41.25","42.2","49.43","26.43","35.78","42.48","2.36","3.2","42.39","1.19","1.72","40.86","13.97","25.22","35.64","2.36","5.33","30.63","1.2","3.3","26.65","0","1.07","0.00","0.00","67.54","11.45","20.09","36.30","5.8","12.18","32.26","1.2","1.09","52.27","20.66","91.02","32.81","29.31","52.82","15.65","20.53","43.26","1.07","1.08","49.79","6.83","94.75","8.91","91.05","1.000","19372"
"2014-01-16 - Bruins 4, Stars 2","Boston Bruins","Limited ReportFull Report","39.883333333333","83.7","53.17","61.15","63.01","37.46","62.72","45.53","26.13","63.54","3.18","0","100.00","4.35","1.16","78.95","34.87","24.13","59.10","20.91","4.22","83.21","14.27","2.85","83.37","3.18","0","100.00","22.32","100.00","14.13","20.03","41.36","9.35","10.23","47.75","0","0","-","0.00","100.00","36.32","20.18","64.29","22.14","10.25","68.35","0","0","-","0.00","100.00","6.98","100.00","1.070","16890"
"2014-01-16 - Canadiens 5, Senators 4","Montreal Canadiens","Limited ReportFull Report","56.883333333333","41.98","60.85","40.82","32.94","49.1","40.16","22.1","40.73","35.18","2.17","3.94","35.55","2.17","2.99","42.01","23.68","33.1","41.70","12.4","10.28","54.65","11.26","8.46","57.09","2.2","1.97","52.66","19.50","76.68","11.48","22.41","33.88","2.29","19.57","10.46","0","2.03","0.00","0.00","89.65","11.85","21.37","35.68","8.64","11.08","43.81","0","0","-","0.00","100.00","9.83","90.32","1.002","19217"
"2014-01-16 - Canucks 0, Coyotes 1","Vancouver Canucks","Limited ReportFull Report","32.166666666667","47.18","57.94","44.88","40.48","42.22","48.95","25.67","28.84","47.10","0","0","-","1.95","2.14","47.63","26.19","27.91","48.41","11.46","11.16","50.65","5.66","9.41","37.58","0","0","-","0.00","100.00","14.57","16.97","46.20","7.48","3.72","66.80","0","0","-","0.00","100.00","18.1","27.32","39.86","12.56","15.9","44.14","0","0","-","0.00","100.00","0.00","100.00","1.000","12307"
"2014-01-16 - Devils 1, Avalanche 2","New Jersey Devils","Limited ReportFull Report","50.433333333333","47.44","56.56","45.62","33.58","42.89","43.91","27.46","32.27","45.97","1.2","1.12","51.74","2.67","1.97","57.55","25.56","25.79","49.78","15.95","9.27","63.26","13.27","3.53","79.01","1.2","1.12","51.76","9.06","68.23","9.64","16.7","36.59","4.9","11.74","29.43","0","0","-","0.00","100.00","17.85","22.91","43.79","9.43","14.62","39.22","0","0","-","0.00","100.00","4.38","96.52","1.009","14090"
"2014-01-16 - Islanders 2, Lightning 1","New York Islanders","Limited ReportFull Report","50.05","44.39","54.01","45.11","31.88","44.06","41.98","22.36","29.88","42.80","0","0","-","1.36","1.7","44.56","18.22","23.45","43.72","6.01","6.87","46.65","4.75","3.48","57.75","0","0","-","0.00","100.00","12.05","16.76","41.83","6.07","8.27","42.33","0","0","-","0.00","100.00","23.06","30.11","43.37","9.18","18.28","33.44","0","0","-","0.00","100.00","0.00","100.00","1.000","18333"
"2014-01-16 - Jets 5, Flames 2","Winnipeg Jets","Limited ReportFull Report","46.75","56.04","40.7","57.93","36.12","31.86","53.14","28.95","19.87","59.30","4.08","2.35","63.43","2.34","1.01","69.83","20.26","11.86","63.09","11.75","5.34","68.77","11.77","1.05","91.84","4.12","0","100.00","35.02","100.00","8.79","6.37","57.99","4.16","2.26","64.81","0","2.46","0.00","0.00","-9.09","28.05","25.92","51.98","13.4","14.12","48.69","0","0","-","0.00","100.00","14.11","88.15","1.023","19289"
"2014-01-16 - Kings 4, Blues 1","Los Angeles Kings","Limited ReportFull Report","39.5","48.05","43.6","52.43","41.23","35.93","53.44","36.11","26.44","57.72","3.21","0","100.00","3.03","1.67","64.47","26.36","25.96","50.39","13.3","9.3","58.84","9.9","6.65","59.83","1.61","0","100.00","16.23","100.00","13.26","16.48","44.59","8.11","11.33","41.72","0","0","-","0.00","100.00","21.63","15.22","58.69","18.31","8.59","68.07","1.6","0","100.00","8.74","100.00","8.89","100.00","1.089","19374"
"2014-01-16 - Oilers 1, Wild 4","Edmonton Oilers","Limited ReportFull Report","47.633333333333","42.07","63.97","39.67","30.37","50.81","37.41","21.86","35.21","38.30","1.27","4.86","20.76","1.16","2.68","30.29","17.24","27.74","38.32","5.04","11.09","31.25","2.58","8.84","22.57","1.27","3.65","25.86","49.39","58.72","11.94","16.94","41.34","4.93","9","35.37","0","0","-","0.00","100.00","18.09","33.1","35.34","9.34","17.48","34.83","0","1.19","0.00","0.00","93.18","5.83","86.19","0.920","18037"
"2014-01-16 - Predators 4, Flyers 3","Nashville Predators","Limited ReportFull Report","44.3","62.25","55.76","52.75","46.19","33.81","57.73","40.31","27.37","59.56","1.37","2.53","35.13","2","1.7","54.08","15.86","17.95","46.92","11.65","8.96","56.53","10.14","9.06","52.83","1.37","1.28","51.76","13.49","85.92","4.35","8.86","32.95","2.81","5.22","35.01","0","1.3","0.00","0.00","75.05","37.63","28.19","57.17","23.15","11.67","66.47","0","0","-","0.00","100.00","3.40","90.76","0.942","19917"
"2014-01-16 - Red Wings 0, Rangers 1","Detroit Red Wings","Limited ReportFull Report","50.65","50.99","71.49","41.63","45.07","57.57","43.91","36.46","49.73","42.30","0","1.12","0.00","2.09","2.83","42.48","22.36","27.12","45.19","8.83","14.4","38.03","6.24","14.57","30.00","0","0","-","0.00","100.00","13.48","12.65","51.58","12.19","9.24","56.89","0","1.12","0.00","0.00","87.84","22.84","40.68","35.96","16.71","25.92","39.20","0","0","-","0.00","100.00","0.00","97.75","0.978","18006"
"2014-01-16 - Sharks 3, Panthers 0","San Jose Sharks","Limited ReportFull Report","48.083333333333","62.64","40.2","60.91","57.22","31.4","64.57","41.25","24.8","62.45","3.97","0","100.00","3","1.6","65.22","32.08","14.94","68.23","12.24","6.93","63.84","10.84","5.83","65.04","4.01","0","100.00","36.96","100.00","19.91","7.88","71.65","9.07","2.42","78.91","0","0","-","0.00","100.00","29.29","21.96","57.15","20.22","15.44","56.71","0","0","-","0.00","100.00","9.63","100.00","1.096","13149"
"2014-01-17 - Capitals 1, Blue Jackets 5","Washington Capitals","Limited ReportFull Report","44.416666666667","45.49","60.37","42.97","33.75","50.9","39.87","24.46","38.53","38.83","1.36","4.01","25.27","1.82","2.1","46.52","16.47","22.37","42.41","7.11","6.72","51.41","5.61","6.81","45.19","0","2.64","0.00","0.00","61.21","9.22","16.1","36.41","7.97","9.94","44.53","0","1.35","0.00","0.00","86.37","24.29","34.3","41.46","10.42","22.19","31.96","1.27","0","100.00","12.17","100.00","5.55","89.59","0.951","14121"
"2014-01-17 - Ducks 2, Blackhawks 4","Anaheim Ducks","Limited ReportFull Report","46.366666666667","37.37","76.36","32.86","27.15","53.66","33.60","18.38","37.59","32.84","2.61","2.55","50.55","1.18","2.57","31.50","12.55","30.17","29.38","5.09","7.64","39.99","5.01","7.73","39.33","1.32","2.53","34.35","26.39","67.31","7.32","23.01","24.13","2.52","9.04","21.82","1.32","0","100.00","52.50","100.00","21.33","38.33","35.75","9.34","19.73","32.13","0","0","-","0.00","100.00","14.21","93.20","1.074","22064"
"2014-01-18 - Avalanche 5, Predators 4","Colorado Avalanche","Limited ReportFull Report","51.283333333333","50.48","51.97","49.27","40.37","38.33","51.30","34.83","25.5","57.73","4.95","3.26","60.30","1.35","1.75","43.52","9.14","19.07","32.39","5.25","5.94","46.93","5.24","5.91","47.00","1.24","2.15","36.56","23.64","63.63","4.05","12.91","23.85","2.57","5.28","32.71","1.14","0","100.00","44.29","100.00","35.8","28.37","55.78","26.1","14.09","64.94","2.61","1.03","71.63","9.98","92.67","14.21","87.22","1.014","17113"
"2014-01-18 - Blue Jackets 4, Sabres 3","Columbus Blue Jackets","Limited ReportFull Report","50.466666666667","69.33","32.73","67.93","47.93","25.83","64.98","34.09","21.41","61.42","2.4","2.24","51.74","2.48","1.26","66.27","30.27","18.63","61.91","12.69","6.48","66.18","8.69","5.41","61.62","1.2","1.12","51.76","13.82","79.32","17.68","12.03","59.51","9.82","10.14","49.21","1.26","1.13","52.74","12.80","88.88","32.02","11.62","73.37","14.24","5.97","70.45","0","0","-","0.00","100.00","7.06","89.52","0.966","19070"
"2014-01-18 - Canadiens 3, Maple Leafs 5","Montreal Canadiens","Limited ReportFull Report","48.45","60.36","55.55","52.08","46.36","40.51","53.37","30.5","28.19","51.96","2.51","3.51","41.71","2","1.89","51.44","24.91","17.06","59.35","8.91","10.82","45.15","6.27","8.45","42.59","2.53","2.33","52.07","40.39","72.42","15.8","6.19","71.84","9.93","2.41","80.50","0","1.17","0.00","0.00","51.20","33.53","30.66","52.24","13.25","16.1","45.14","0","0","-","0.00","100.00","8.23","87.57","0.958","19667"
"2014-01-18 - Devils 2, Coyotes 3","New Jersey Devils","Limited ReportFull Report","50.9","63.71","52.52","54.82","41.38","41.78","49.76","27.99","29.3","48.86","0","2.28","0.00","2.34","1.62","59.08","26.51","18.98","58.28","10.54","5.93","64.00","5.78","6","49.06","0","0","-","0.00","100.00","15.69","13.25","54.21","6.99","8.17","46.13","0","2.23","0.00","0.00","72.72","32.64","25.47","56.17","11.77","14.05","45.59","0","0","-","0.00","100.00","0.00","92.23","0.922","14005"
"2014-01-18 - Ducks 3, Blues 2","Anaheim Ducks","Limited ReportFull Report","47.616666666667","51.12","63","44.80","36.43","46.33","44.02","23.67","32.09","42.45","2.69","1.16","69.93","2.26","2.02","52.78","32.39","27.51","54.07","14.21","6.47","68.71","9.96","5.43","64.74","1.33","0","100.00","13.39","100.00","18.49","20.65","47.24","6.82","9.26","42.41","1.31","0","100.00","19.20","100.00","14.36","33.81","29.82","5.68","17.09","24.93","0","1.11","0.00","0.00","93.50","11.35","96.40","1.078","19910"
"2014-01-18 - Flames 2, Canucks 3","Calgary Flames","Limited ReportFull Report","46.45","60.53","55.62","52.12","45.58","37.16","55.09","34.78","24.94","58.23","1.36","1.19","53.35","2.35","1.86","55.84","31.29","25.59","55.01","11.01","9.53","53.61","9.53","4.81","66.45","0","1.19","0.00","0.00","75.35","20.26","16.11","55.71","12.01","8.78","57.77","1.36","0","100.00","11.31","100.00","21.38","18.58","53.50","11.9","7.53","61.24","0","0","-","0.00","100.00","3.92","95.22","0.991","18910"
"2014-01-18 - Islanders 4, Flyers 6","New York Islanders","Limited ReportFull Report","49.116666666667","47.96","59.98","44.43","33.19","40.28","45.18","30.46","31.22","49.38","3.82","5.72","40.00","2.04","2.35","46.43","20.51","21.59","48.71","5.05","10.05","33.46","5","6.72","42.65","1.23","2.27","35.20","24.70","66.20","15.43","11.49","57.32","8.95","2.32","79.42","0","1.17","0.00","0.00","49.43","21.45","32.69","39.63","13.83","19.9","41.01","1.29","1.08","54.39","9.31","94.58","12.53","81.67","0.942","19992"
"2014-01-18 - Kings 2, Red Wings 3","Los Angeles Kings","Limited ReportFull Report","46.666666666667","51.67","63.15","45.00","39.81","47.03","45.84","31.72","32.24","49.59","0","1.19","0.00","2.01","2.69","42.75","18.87","21.95","46.23","10.96","11.95","47.83","9.49","7.22","56.78","0","1.18","0.00","0.00","83.66","7.98","9.93","44.55","7.94","8.74","47.58","0","0","-","0.00","100.00","26.33","27.39","49.01","14.34","14.99","48.89","0","0","-","0.00","100.00","0.00","96.32","0.963","20066"
"2014-01-18 - Oilers 2, Jets 3","Edmonton Oilers","Limited ReportFull Report","41.75","48.22","65.8","42.29","32.82","50.99","39.16","23.74","34.63","40.67","1.45","1.36","51.74","2.14","2.95","41.98","22.62","20.42","52.56","13.75","12.05","53.30","10.59","12.16","46.56","1.45","1.35","51.76","13.70","88.87","8.96","8.29","51.94","4.43","5.52","44.54","0","0","-","0.00","100.00","22.79","39.97","36.31","8.86","16.89","34.42","0","0","-","0.00","100.00","6.12","96.08","1.022","15004"
"2014-01-18 - Panthers 2, Hurricanes 3","Florida Panthers","Limited ReportFull Report","45.05","58.26","69.75","45.51","49.33","49.4","49.96","40.18","36.31","52.53","2.7","2.51","51.77","3.33","2.25","59.72","28.97","28.6","50.32","15.27","11.72","56.58","11.06","5.31","67.56","1.35","1.25","51.76","12.16","76.40","13.7","17.02","44.60","9.59","7.87","54.93","0","0","-","0.00","100.00","28.37","34.2","45.34","19.19","20.94","47.82","1.24","1.26","49.61","6.47","93.98","6.71","93.08","0.998","15476"
"2014-01-18 - Rangers 4, Senators 1","New York Rangers","Limited ReportFull Report","48.916666666667","54.68","52.02","51.25","35.05","41.25","45.93","25.86","29.1","47.05","3.9","1.16","77.13","1.55","1.21","56.16","20","11.44","63.61","10.9","3.44","76.03","8.11","1.06","88.39","2.61","0","100.00","32.21","100.00","9.2","8","53.50","2.52","5.87","30.05","0","0","-","0.00","100.00","30.58","35.2","46.49","15.25","20.81","42.30","1.36","1.16","54.00","8.93","94.42","15.09","96.02","1.111","19978"
"2014-01-18 - Sharks 5, Lightning 4","San Jose Sharks","Limited ReportFull Report","52.633333333333","58.93","55.26","51.60","45.95","43.32","51.47","33.99","26.78","55.93","3.61","2.13","62.93","2.04","2.17","48.48","20.26","27.21","42.68","9.6","9.53","50.18","7.19","5.28","57.65","1.21","2.12","36.28","16.79","59.85","10.74","17.77","37.69","7.06","11.11","38.85","0","0","-","0.00","100.00","29.64","24.35","54.90","17.46","9.29","65.26","2.4","0","100.00","13.76","100.00","10.63","92.05","1.027","19204"
"2014-01-18 - Stars 2, Wild 3","Dallas Stars","Limited ReportFull Report","47.25","62.22","34.74","64.17","46.28","21.75","68.03","27.6","14.14","66.13","1.28","2.4","34.89","2.54","1.14","68.95","27.08","18.73","59.12","9.07","9.81","48.04","5.11","6.25","45.02","1.28","1.2","51.76","25.08","80.86","17.8","8.95","66.54","5.19","3.77","57.96","0","0","-","0.00","100.00","27.87","10.48","72.67","16.87","3.99","80.89","0","1.2","0.00","0.00","69.86","4.65","83.05","0.877","19192"
"2014-01-19 - Bruins 2, Blackhawks 3","Boston Bruins","Limited ReportFull Report","52","57.65","54.58","51.37","42.48","41.94","50.32","36.27","36.24","50.02","2.39","2.15","52.55","1.78","1.75","50.45","17.97","17.99","49.97","6.06","6.69","47.54","4.79","6.77","41.44","1.22","1.09","52.92","25.51","83.94","11.83","11.38","50.98","4.72","5.66","45.45","0","0","-","0.00","100.00","34.99","33.93","50.77","25.2","22.67","52.64","1.08","1.03","51.34","4.30","95.47","6.58","94.05","1.006","22197"
"2014-01-19 - Capitals 1, Rangers 4","Washington Capitals","Limited ReportFull Report","42.266666666667","59.8","54.36","52.38","41.84","39.61","51.37","22.45","27.42","45.02","0","2.74","0.00","2.11","1.95","51.99","20.2","23.53","46.19","4.17","7.14","36.84","4.11","4.32","48.73","0","1.34","0.00","0.00","69.07","15.49","16.74","48.06","8.09","8.8","47.89","0","1.39","0.00","0.00","84.25","36.35","28.61","55.96","10.14","14.56","41.06","0","0","-","0.00","100.00","0.00","90.01","0.900","18006"
"2014-01-19 - Lightning 5, Hurricanes 3","Tampa Bay Lightning","Limited ReportFull Report","46.5","51.15","83.96","37.86","39.85","60.44","39.73","32.36","43.94","42.41","5.49","2.37","69.89","2.67","4.2","38.89","26.59","39.22","40.40","10.46","20.77","33.48","10.5","17.54","37.44","2.79","2.34","54.37","26.59","86.64","16.45","17.95","47.82","8.55","10.6","44.64","1.34","0","100.00","15.68","100.00","21.27","39.97","34.74","12.16","14.2","46.14","1.44","0","100.00","11.84","100.00","16.97","94.61","1.116","16760"
"2014-01-20 - Blues 4, Red Wings 1","St Louis Blues","Limited ReportFull Report","43.216666666667","55.94","42.78","56.67","42.87","31.68","57.50","30.55","18.35","62.47","2.92","0","100.00","2.42","1.87","56.43","26.32","21.89","54.60","9.43","8.56","52.42","6.4","6.06","51.35","0","0","-","0.00","100.00","17.17","13.06","56.80","7.46","6.33","54.08","1.46","0","100.00","19.58","100.00","26","13.05","66.57","16.88","5.9","74.10","1.55","0","100.00","9.18","100.00","9.57","100.00","1.096","20066"
"2014-01-20 - Flames 2, Sharks 3","Calgary Flames","Limited ReportFull Report","58.05","55.49","58.01","48.89","32.1","36.5","46.79","23.73","26.44","47.29","2.14","1.93","52.55","1.88","2.36","44.33","22.21","25.84","46.23","10.82","15.74","40.73","8.52","8.93","48.82","2.14","0.95","69.26","25.09","89.38","11.37","10.04","53.10","2.17","7.05","23.53","0","0","-","0.00","100.00","23.4","25.78","47.58","12.78","10.38","55.17","0","0.98","0.00","0.00","90.58","9.01","92.70","1.017","17562"
